0 0 4.647542e+00 4.204992e+00 4.087200e+00 4.043728e+00 4.023148e+00 4.011608e+00 4.004377e+00 3.999502e+00 3.996051e+00 3.993526e+00 3.991634e+00 3.990188e+00 3.989060e+00 3.988158e+00 3.987411e+00 3.986759e+00 3.986152e+00 3.985536e+00 3.984855e+00 3.984037e+00 3.982987e+00 3.981565e+00 3.979554e+00 3.976594e+00 3.972046e+00 3.964690e+00 3.951929e+00 3.927445e+00 3.872742e+00 3.719196e+00 3.132823e+00 
0 1 5.233843e+00 4.726938e+00 4.551675e+00 4.477190e+00 4.439391e+00 4.417460e+00 4.403470e+00 4.393943e+00 4.387161e+00 4.382181e+00 4.378440e+00 4.375576e+00 4.373341e+00 4.371552e+00 4.370070e+00 4.368779e+00 4.367575e+00 4.366355e+00 4.365007e+00 4.363390e+00 4.361316e+00 4.358514e+00 4.354559e+00 4.348756e+00 4.339886e+00 4.325650e+00 4.301285e+00 4.255700e+00 4.158872e+00 3.913341e+00 3.133779e+00 
0 2 5.473136e+00 4.982046e+00 4.785986e+00 4.693060e+00 4.642543e+00 4.612016e+00 4.592071e+00 4.578294e+00 4.568399e+00 4.561093e+00 4.555587e+00 4.551362e+00 4.548060e+00 4.545415e+00 4.543224e+00 4.541314e+00 4.539534e+00 4.537733e+00 4.535745e+00 4.533365e+00 4.530319e+00 4.526215e+00 4.520443e+00 4.512017e+00 4.499233e+00 4.478942e+00 4.444829e+00 4.382865e+00 4.257583e+00 3.963497e+00 3.118749e+00 
0 3 5.583723e+00 5.118942e+00 4.918867e+00 4.816347e+00 4.757200e+00 4.719993e+00 4.695045e+00 4.677524e+00 4.664806e+00 4.655353e+00 4.648197e+00 4.642692e+00 4.638381e+00 4.634925e+00 4.632060e+00 4.629564e+00 4.627240e+00 4.624891e+00 4.622302e+00 4.619210e+00 4.615266e+00 4.609969e+00 4.602556e+00 4.591802e+00 4.575629e+00 4.550284e+00 4.508481e+00 4.434685e+00 4.291520e+00 3.973057e+00 3.106397e+00 
0 4 5.640400e+00 5.197606e+00 4.999906e+00 4.893060e+00 4.828389e+00 4.786206e+00 4.757197e+00 4.736475e+00 4.721263e+00 4.709873e+00 4.701208e+00 4.694521e+00 4.689275e+00 4.685065e+00 4.681573e+00 4.678532e+00 4.675703e+00 4.672849e+00 4.669710e+00 4.665972e+00 4.661221e+00 4.654865e+00 4.646018e+00 4.633274e+00 4.614287e+00 4.584921e+00 4.537357e+00 4.455455e+00 4.301577e+00 3.971288e+00 3.097870e+00 
0 5 5.671833e+00 5.244990e+00 5.051371e+00 4.942976e+00 4.874885e+00 4.829081e+00 4.796850e+00 4.773451e+00 4.756084e+00 4.742982e+00 4.732967e+00 4.725213e+00 4.719118e+00 4.714222e+00 4.710159e+00 4.706623e+00 4.703337e+00 4.700028e+00 4.696398e+00 4.692090e+00 4.686635e+00 4.679371e+00 4.669316e+00 4.654935e+00 4.633711e+00 4.601285e+00 4.549605e+00 4.462407e+00 4.302396e+00 3.966676e+00 3.091965e+00 
0 6 5.690198e+00 5.274296e+00 5.084555e+00 4.975868e+00 4.905658e+00 4.857227e+00 4.822467e+00 4.796865e+00 4.777669e+00 4.763087e+00 4.751889e+00 4.743194e+00 4.736346e+00 4.730841e+00 4.726272e+00 4.722297e+00 4.718609e+00 4.714902e+00 4.710849e+00 4.706054e+00 4.700007e+00 4.691993e+00 4.680962e+00 4.665294e+00 4.642371e+00 4.607731e+00 4.553263e+00 4.462794e+00 4.299503e+00 3.961633e+00 3.087644e+00 
0 7 5.701152e+00 5.292429e+00 5.105678e+00 4.997095e+00 4.925492e+00 4.875115e+00 4.838369e+00 4.810972e+00 4.790251e+00 4.774416e+00 4.762207e+00 4.752703e+00 4.745207e+00 4.739177e+00 4.734172e+00 4.729822e+00 4.725792e+00 4.721751e+00 4.717345e+00 4.712153e+00 4.705631e+00 4.697027e+00 4.685248e+00 4.668625e+00 4.644489e+00 4.608353e+00 4.552133e+00 4.459829e+00 4.295036e+00 3.956742e+00 3.084241e+00 
0 8 5.707516e+00 5.303166e+00 5.118331e+00 5.009778e+00 4.937121e+00 4.885235e+00 4.846912e+00 4.818064e+00 4.796094e+00 4.779226e+00 4.766180e+00 4.756004e+00 4.747970e+00 4.741504e+00 4.736141e+00 4.731483e+00 4.727175e+00 4.722867e+00 4.718185e+00 4.712687e+00 4.705808e+00 4.696773e+00 4.684465e+00 4.667191e+00 4.642272e+00 4.605235e+00 4.548069e+00 4.454947e+00 4.289788e+00 3.952030e+00 3.081342e+00 
0 9 5.710758e+00 5.308610e+00 5.124602e+00 5.015757e+00 4.942134e+00 4.888999e+00 4.849401e+00 4.819390e+00 4.796423e+00 4.778732e+00 4.765021e+00 4.754314e+00 4.745857e+00 4.739051e+00 4.733409e+00 4.728516e+00 4.723999e+00 4.719494e+00 4.714613e+00 4.708901e+00 4.701782e+00 4.692470e+00 4.679837e+00 4.662191e+00 4.636864e+00 4.599421e+00 4.541938e+00 4.448740e+00 4.283978e+00 3.947351e+00 3.078671e+00 
0 10 5.711635e+00 5.309888e+00 5.125645e+00 5.016048e+00 4.941390e+00 4.887144e+00 4.846498e+00 4.815570e+00 4.791839e+00 4.773528e+00 4.759325e+00 4.748231e+00 4.739470e+00 4.732423e+00 4.726586e+00 4.721533e+00 4.716877e+00 4.712246e+00 4.707244e+00 4.701412e+00 4.694167e+00 4.684723e+00 4.671958e+00 4.654191e+00 4.628784e+00 4.591353e+00 4.534060e+00 4.441358e+00 4.277555e+00 3.942497e+00 3.076025e+00 
0 11 5.710479e+00 5.307502e+00 5.121959e+00 5.011069e+00 4.935213e+00 4.879923e+00 4.838410e+00 4.806787e+00 4.782513e+00 4.763785e+00 4.749265e+00 4.737930e+00 4.728986e+00 4.721800e+00 4.715856e+00 4.710719e+00 4.705996e+00 4.701312e+00 4.696268e+00 4.690405e+00 4.683144e+00 4.673708e+00 4.660989e+00 4.643330e+00 4.618134e+00 4.581078e+00 4.524404e+00 4.432673e+00 4.270303e+00 3.937214e+00 3.073222e+00 
0 12 5.707326e+00 5.301475e+00 5.113520e+00 5.000737e+00 4.923471e+00 4.867173e+00 4.824958e+00 4.792859e+00 4.768265e+00 4.749325e+00 4.734665e+00 4.723241e+00 4.714240e+00 4.707019e+00 4.701057e+00 4.695913e+00 4.691197e+00 4.686531e+00 4.681522e+00 4.675716e+00 4.668545e+00 4.659248e+00 4.646740e+00 4.629401e+00 4.604683e+00 4.568327e+00 4.512662e+00 4.422341e+00 4.261864e+00 3.931188e+00 3.070069e+00 
0 13 5.701938e+00 5.291387e+00 5.099797e+00 4.984473e+00 4.905578e+00 4.848317e+00 4.805583e+00 4.773240e+00 4.748563e+00 4.729627e+00 4.715015e+00 4.703656e+00 4.694726e+00 4.687577e+00 4.681687e+00 4.676616e+00 4.671977e+00 4.667400e+00 4.662501e+00 4.656836e+00 4.649857e+00 4.640822e+00 4.628682e+00 4.611861e+00 4.587869e+00 4.552526e+00 4.498248e+00 4.409783e+00 4.251707e+00 3.923996e+00 3.066329e+00 
